prediction;test_price
66.64;85.0
66.68;84.13
66.46;84.19
65.72;85.72
65.64;86.73
66.45;86.99
67.23;87.55
67.13;87.73
67.75;88.45
67.71;88.11
67.83;88.23
67.81;88.73
67.53;88.77
67.69;87.95
67.62;86.71
67.41;87.93
66.52;87.68
67.19;87.12
67.27;86.42
67.23;87.58
66.72;88.75
66.84;89.02
66.91;90.28
67.3;90.75
68.04;90.49
68.59;91.07
68.35;91.52
68.56;90.76
68.77;90.27
68.81;89.85
68.66;88.53
68.24;88.06
67.51;88.96
67.13;89.88
67.34;90.33
67.7;90.53
68.06;91.23
68.24;90.31
68.67;90.42
68.63;91.22
68.63;90.8
69.44;90.25
69.85;91.19
69.8;90.78
70.01;91.02
69.8;90.06
70.32;88.81
69.78;89.34
69.29;87.17
68.97;88.1
67.77;90.18
67.9;97.06
68.57;98.37
71.31;97.77
72.44;97.49
72.74;97.68
72.57;97.63
72.44;99.27
72.68;99.83
73.18;99.78
73.44;99.54
73.22;99.56
72.72;100.2
72.5;100.62
72.73;100.31
73.08;101.17
73.2;100.21
73.55;99.75
73.28;101.48
73.21;101.92
74.02;101.17
74.62;100.66
74.9;99.5
74.72;100.88
74.12;98.8
74.24;98.61
73.6;102.71
73.42;102.01
74.6;102.9
74.62;102.51
74.95;103.47
74.75;102.9
74.85;103.92
74.58;103.71
74.94;102.65
74.82;100.63
74.57;100.86
73.76;101.09
73.45;101.7
73.69;100.52
74.23;101.05
74.06;101.59
73.94;101.23
73.92;101.04
74.04;101.93
73.89;102.32
74.31;102.5
74.72;102.08
75.36;102.22
75.47;102.53
75.49;103.6
75.65;102.25
75.95;103.71
75.48;103.2
75.93;103.45
75.6;104.46
75.46;104.97
75.12;105.57
75.34;105.34
75.57;105.24
75.6;104.19
75.69;105.92
75.49;106.41
76.09;106.2
76.41;105.15
76.92;104.71
76.35;105.53
75.82;104.08
76.18;104.69
75.44;104.64
75.55;105.35
75.13;105.71
75.32;105.74
75.53;105.96
75.8;105.61
76.04;105.79
75.75;105.67
75.64;104.88
75.6;105.77
75.48;105.93
75.43;105.77
75.33;106.34
74.93;106.14
75.11;106.54
75.03;105.71
75.27;105.71
74.94;104.74
75.0;104.0
74.85;105.42
74.69;106.01
75.34;105.37
75.71;105.59
75.56;106.44
75.62;106.85
75.96;108.51
76.19;107.93
77.0;108.8
77.35;109.65
77.59;109.03
78.17;109.68
78.0;110.2
78.12;108.34
78.61;109.39
77.81;110.98
77.9;110.82
78.1;111.53
78.07;112.88
78.26;111.04
78.63;111.43
78.12;112.24
78.03;113.79
78.21;113.6
78.56;114.03
78.69;114.78
79.12;114.57
79.46;115.27
79.61;115.01
80.12;115.03
80.36;114.52
80.31;114.62
79.84;113.99
79.98;114.19
79.64;115.52
79.71;115.7
79.91;115.67
80.02;116.75
80.25;117.3
80.64;106.54
80.76;104.64
77.29;105.41
75.29;107.0
74.71;104.11
75.46;103.13
75.1;103.64
74.55;103.3
74.73;105.12
75.0;103.08
75.68;102.61
75.59;96.41
75.7;95.28
74.05;91.92
72.58;92.43
71.28;95.65
71.71;98.49
72.41;98.78
74.0;98.21
74.3;95.92
73.58;98.22
71.99;98.31
72.08;97.33
72.93;100.26
72.55;98.23
73.89;98.9
72.71;100.71
72.56;100.08
73.23;99.7
72.72;100.21
72.78;100.44
72.64;99.13
72.59;99.68
71.77;98.79
71.83;97.91
71.51;96.99
71.04;96.68
70.99;94.94
70.72;95.83
70.12;98.51
70.63;98.97
72.23;99.29
72.93;100.1
73.6;100.03
73.99;99.66
74.15;100.84
73.26;101.75
73.5;102.51
73.18;102.75
73.12;101.92
73.35;104.0
72.45;104.34
72.75;105.52
72.95;105.88
74.04;106.12
74.2;109.17
74.73;109.01
75.32;109.43
74.86;109.67
75.01;110.22
75.12;110.89
75.35;109.64
75.71;110.89
75.94;111.37
76.21;109.17
76.66;108.92
76.65;111.5
76.75;112.22
77.18;113.19
77.43;112.32
77.47;112.02
77.3;110.7
77.29;111.74
77.16;111.94
76.91;113.88
77.25;114.43
77.77;115.74
78.01;115.11
78.63;113.7
78.57;114.39
78.07;110.98
77.88;109.38
76.86;111.23
75.71;109.89
76.27;107.85
75.98;110.12
75.25;109.73
75.37;108.42
75.44;107.45
74.75;107.45
74.43;104.81
74.12;106.08
73.16;108.81
73.16;110.39
73.98;108.66
74.86;104.5
74.35;103.4
72.85;103.55
71.49;102.41
71.35;102.7
70.71;104.04
70.47;103.88
71.21;103.16
71.47;101.94
71.52;99.9
70.96;97.88
70.25;97.36
69.07;96.53
69.05;96.28
68.8;96.93
69.44;98.43
69.47;95.54
70.67;96.15
70.35;91.09
70.79;91.16
69.27;89.77
68.26;91.21
67.29;94.0
67.35;92.44
68.72;93.39
68.47;91.5
69.01;90.74
68.09;92.96
67.8;92.31
68.3;90.34
68.0;92.3
67.44;92.58
68.08;91.09
68.29;89.37
68.13;89.56
67.84;86.19
67.34;87.61
65.74;88.43
65.77;90.13
66.58;92.65
67.1;92.33
68.2;92.17
69.13;93.49
68.69;92.53
69.64;92.58
69.82;92.79
69.18;92.46
68.57;92.67
68.93;94.73
68.84;94.1
69.31;95.87
69.46;95.54
69.93;96.42
69.39;94.9
69.36;94.74
68.89;94.14
68.5;95.01
68.38;95.86
68.64;95.3
69.33;95.5
70.15;96.62
70.79;96.24
70.99;95.52
70.99;94.66
70.55;93.94
69.65;94.31
69.38;95.16
68.95;95.23
69.58;95.95
69.95;96.34
70.54;96.11
70.07;95.73
69.77;94.1
69.25;94.57
68.53;93.29
68.07;93.54
66.98;93.39
67.19;94.44
67.06;96.51
68.0;95.68
68.52;95.64
68.44;98.45
68.67;99.57
69.4;100.18
70.03;99.83
70.49;100.67
70.35;101.45
70.48;101.76
70.7;102.13
71.0;100.92
70.76;100.17
70.52;101.24
70.26;100.68
70.82;100.57
70.82;101.79
70.94;102.39
71.05;102.19
70.78;103.41
70.89;99.23
70.99;98.67
70.06;97.52
69.93;97.36
69.69;96.95
69.4;96.04
69.11;95.47
68.51;96.8
68.24;96.22
68.47;96.54
68.48;96.88
68.57;96.83
68.5;97.29
69.55;96.25
70.47;95.58
70.1;95.77
69.44;95.8
69.42;95.83
69.2;95.41
69.33;95.11
70.13;94.92
70.16;94.43
70.46;94.65
70.27;95.46
70.34;95.33
69.8;95.44
70.33;96.04
70.36;96.59
71.36;95.87
71.56;95.84
71.72;96.06
72.94;92.86
73.55;91.56
72.89;93.18
71.49;94.08
71.59;94.9
71.59;95.1
71.85;94.74
72.24;95.51
71.98;96.16
72.04;97.35
72.59;97.7
73.14;97.91
73.93;97.6
74.11;97.69
73.94;97.52
73.47;97.86
72.69;97.2
72.68;95.98
71.62;95.77
70.74;95.48
70.31;95.17
69.19;94.48
68.76;94.13
68.16;93.72
68.25;93.76
68.48;93.36
68.63;92.84
68.03;93.9
67.29;92.99
67.73;93.64
67.72;93.56
67.98;94.46
68.48;95.63
68.7;95.54
69.24;94.63
69.46;94.88
69.16;94.67
68.72;94.66
68.08;94.44
67.68;94.19
67.59;93.68
67.53;93.78
67.49;93.63
67.52;93.37
67.46;93.04
67.06;92.7
66.54;92.69
66.36;92.3
66.11;92.11
66.67;92.26
66.8;91.66
66.77;91.57
66.32;91.94
66.13;90.31
66.75;91.5
66.16;90.58
66.2;90.15
66.01;90.39
65.75;90.45
66.11;90.51
66.17;90.83
66.18;90.28
66.33;91.28
66.09;91.14
66.17;89.86
65.9;89.63
66.46;90.09
66.41;89.7
66.55;90.74
66.51;90.38
66.6;90.48
66.54;90.34
66.8;90.71
66.83;90.38
66.66;90.38
66.89;89.76
67.14;89.32
67.02;89.04
67.21;89.22
67.32;88.76
67.48;89.09
67.47;89.83
67.43;89.93
67.69;90.91
68.28;91.24
68.51;90.63
68.61;91.36
68.78;91.87
68.88;91.71
69.13;90.57
69.75;90.28
69.81;89.81
69.68;91.24
69.33;90.34
69.54;92.27
69.25;92.22
70.02;92.48
70.38;92.79
70.6;95.45
70.43;95.68
71.64;95.47
72.35;96.86
72.61;97.1
72.86;96.0
72.98;95.4
72.15;95.48
72.05;96.02
71.8;96.56
72.14;96.71
72.35;97.39
72.23;96.86
71.79;96.68
71.53;96.25
71.34;97.68
71.11;98.36
71.51;99.66
72.42;101.8
72.53;103.26
73.66;102.47
74.87;102.26
74.9;102.46
74.93;102.79
74.57;102.32
74.31;103.69
74.03;103.85
74.1;103.94
74.24;103.81
74.02;103.54
73.76;103.56
73.37;102.7
73.5;102.96
73.08;102.62
