prediction;test_price
50.23;52.67
50.5;53.46
50.68;53.95
51.19;54.58
51.82;54.75
52.38;54.39
52.72;53.49
52.87;53.06
52.55;52.35
52.31;53.67
51.71;53.0
51.72;54.28
51.91;53.67
52.12;52.24
52.38;52.32
51.89;52.36
51.93;52.75
51.69;52.19
51.78;52.94
51.74;53.27
51.68;52.85
52.08;53.93
52.18;54.12
52.45;54.49
52.45;54.97
52.66;55.64
53.08;54.66
53.16;53.78
52.86;53.65
52.33;54.39
51.97;51.87
52.02;51.42
51.06;53.25
50.31;52.11
50.51;53.26
50.15;53.03
50.32;51.79
50.69;52.58
50.27;52.9
50.25;53.4
50.71;51.57
51.04;52.7
50.81;51.86
50.97;50.89
50.97;51.14
50.39;52.47
50.1;53.28
50.37;49.74
51.16;48.33
50.09;48.86
48.68;50.34
48.27;50.16
48.58;49.19
48.35;46.72
47.9;46.25
46.81;44.94
45.96;46.05
44.75;46.56
44.55;44.72
44.77;42.58
44.03;42.53
42.83;41.45
42.16;42.01
41.28;41.92
40.93;43.53
41.14;43.2
41.64;42.97
41.64;44.47
41.51;42.51
42.38;42.04
42.65;40.54
41.99;40.8
41.03;40.57
40.3;40.68
40.03;41.13
39.7;39.81
40.08;39.44
39.83;39.96
39.16;38.71
39.15;37.73
38.76;36.26
38.07;35.33
37.16;37.81
35.96;37.57
36.26;37.59
36.16;37.95
36.05;37.99
36.22;34.21
36.35;35.67
35.14;35.59
34.85;36.27
34.83;36.89
34.78;37.0
35.26;36.64
35.34;36.09
35.74;36.83
35.81;37.28
35.97;37.5
36.37;37.73
36.66;36.88
36.44;37.03
35.98;36.74
36.34;37.96
36.61;37.6
36.84;37.21
37.08;39.76
36.88;40.04
37.53;40.06
38.03;41.2
38.5;41.91
39.23;41.92
39.75;41.13
40.19;41.18
40.11;40.94
39.99;41.29
40.04;41.12
40.02;41.27
39.92;41.18
39.81;41.3
39.85;41.57
39.69;41.33
40.06;41.79
40.18;42.1
40.52;42.12
40.64;42.25
40.67;41.84
40.64;42.28
40.59;42.49
40.36;42.41
40.66;42.17
40.8;41.68
40.76;41.78
39.96;43.23
39.93;43.71
40.29;43.91
40.74;44.39
40.7;44.97
41.25;45.43
41.88;45.07
42.14;45.46
42.32;47.14
42.87;46.16
43.74;45.6
43.97;45.13
43.79;45.54
43.26;45.6
43.42;45.9
43.73;46.21
43.72;46.88
43.85;47.2
44.17;47.28
44.58;47.6
44.39;48.35
44.95;48.2
45.37;48.47
45.54;48.07
45.66;48.05
45.47;48.14
45.62;48.14
45.55;49.08
45.6;49.26
46.11;49.42
46.26;50.13
47.28;50.06
47.63;49.6
48.07;49.36
48.19;49.44
48.15;48.49
48.1;50.87
47.86;50.54
48.4;51.16
48.48;50.37
48.67;49.02
48.7;49.03
48.64;48.5
48.23;47.83
47.73;45.05
47.09;45.76
45.65;46.31
45.01;46.1
44.77;45.84
44.7;44.41
44.5;45.26
44.09;44.33
43.96;43.58
43.64;43.41
43.05;43.23
42.28;43.02
42.29;43.25
41.61;42.46
41.65;42.03
41.82;43.57
41.16;44.28
41.64;44.93
42.38;46.12
42.99;46.71
43.63;47.25
44.36;47.1
45.14;47.09
45.37;46.75
45.54;47.03
45.57;48.14
46.03;47.99
46.63;48.38
46.75;48.22
47.26;48.17
47.48;47.44
47.41;48.46
47.82;48.45
48.03;48.01
48.25;48.89
48.05;49.17
48.38;49.58
49.23;49.54
49.25;48.52
49.0;48.81
48.77;49.29
48.83;48.94
48.94;49.31
48.69;49.77
48.89;49.6
48.95;49.32
48.75;49.88
48.94;49.14
49.03;50.26
48.65;50.66
48.69;50.61
49.04;50.21
49.25;50.39
48.89;50.86
49.28;50.64
49.5;51.67
49.09;50.56
49.52;49.49
49.72;46.9
49.16;47.78
48.2;48.28
47.19;49.34
47.31;48.94
47.79;48.81
47.64;50.88
47.98;49.37
48.75;49.12
48.66;50.28
48.45;51.22
49.27;51.22
49.94;51.77
49.84;51.73
50.7;49.34
50.85;50.28
50.0;49.71
50.16;50.04
49.69;50.89
49.18;50.82
49.11;50.08
49.17;50.93
49.14;51.93
49.1;51.92
49.57;52.15
49.95;52.76
49.77;54.44
50.43;54.32
51.59;53.26
51.85;53.54
51.97;53.74
51.77;54.24
51.99;53.8
52.15;53.01
52.17;53.25
52.01;53.0
51.86;53.82
51.88;53.54
52.06;53.28
52.17;54.53
51.85;54.68
52.21;53.31
52.92;53.76
52.64;55.27
52.53;55.28
53.12;54.64
53.53;55.28
53.43;56.02
53.55;57.51
53.81;57.43
54.72;57.3
55.2;57.06
55.34;57.29
55.58;57.56
55.45;58.56
55.71;58.42
56.26;59.21
56.51;59.31
56.99;60.04
57.41;60.64
58.06;59.24
58.19;59.23
58.42;60.57
58.5;62.29
58.49;62.7
59.76;62.61
60.13;62.63
60.47;63.35
60.84;63.53
61.22;64.03
61.71;63.97
61.97;64.59
62.32;64.14
62.35;64.9
62.52;65.23
62.66;65.03
63.04;64.27
62.97;63.98
62.68;63.93
62.4;65.05
61.71;64.54
62.0;65.41
61.99;65.26
62.43;64.51
62.69;63.36
62.2;63.92
61.27;64.86
61.27;66.11
61.54;65.18
61.91;65.57
62.14;66.12
62.12;66.29
62.19;67.19
62.42;68.34
62.81;68.48
63.77;68.31
64.54;68.38
65.0;68.24
65.32;69.36
65.63;69.42
65.93;70.8
66.3;70.77
67.19;71.19
68.02;71.71
68.61;73.35
69.11;72.63
69.99;73.21
70.63;72.87
70.94;74.04
70.77;75.61
71.14;75.79
72.3;77.4
72.58;76.36
73.44;76.03
73.65;76.98
73.42;77.84
73.42;77.31
73.76;77.58
73.94;77.96
73.86;77.73
74.35;75.45
74.22;77.58
73.09;79.21
73.6;79.09
74.47;75.58
75.0;75.38
73.66;77.87
72.97;78.5
73.54;79.42
73.83;78.34
74.53;78.71
74.37;78.24
74.98;80.09
74.94;79.52
75.54;79.54
76.12;78.09
76.08;79.22
75.36;78.41
75.17;76.63
75.28;72.99
74.42;70.52
73.04;71.64
70.74;66.95
69.8;66.92
67.42;73.15
65.66;70.82
67.15;74.11
67.7;71.7
69.05;70.75
68.73;65.16
68.69;69.85
66.96;67.42
66.47;60.76
65.56;68.04
62.35;59.29
63.35;61.9
61.13;60.38
59.97;59.92
59.62;56.12
58.6;54.92
56.97;60.43
55.43;60.1
56.31;63.26
56.72;60.64
58.44;62.37
58.78;62.25
59.58;58.97
60.2;59.96
59.4;59.09
58.73;64.25
58.48;63.51
59.88;65.13
60.13;65.6
60.99;66.89
61.91;70.27
63.58;69.62
65.7;70.18
66.58;69.23
66.71;67.79
67.07;65.69
66.58;67.59
65.35;67.32
65.05;69.27
65.42;69.32
66.19;68.19
66.87;70.43
66.88;71.92
67.54;70.76
68.99;71.76
69.2;72.84
69.16;73.59
69.74;74.35
70.73;76.12
71.53;77.32
72.73;76.44
74.07;75.51
73.73;75.98
73.24;75.53
73.03;77.31
72.3;76.86
73.33;78.36
73.5;77.77
74.31;78.27
75.21;77.74
75.09;78.08
74.99;78.11
75.35;78.04
75.1;79.0
74.59;79.36
75.13;79.8
75.04;79.11
75.3;81.37
75.1;81.85
75.62;84.43
76.38;86.6
77.46;82.45
78.6;83.16
78.26;84.19
78.04;86.42
78.37;86.3
78.7;86.33
79.85;85.84
80.31;88.08
79.78;89.96
80.33;88.38
81.42;89.55
81.35;86.8
81.45;88.8
81.4;89.54
80.83;89.37
82.13;89.37
82.28;91.76
82.39;91.48
83.43;93.61
83.8;94.01
84.31;94.17
84.91;93.74
85.41;95.29
85.93;95.95
86.28;94.77
86.79;94.57
86.84;96.57
86.79;95.23
87.23;95.5
87.36;91.16
87.79;90.93
87.19;93.08
85.78;91.56
85.74;93.31
85.48;94.44
85.37;104.33
85.89;106.96
89.48;107.67
93.58;108.06
94.99;111.83
96.78;109.29
98.59;110.88
98.73;107.58
99.9;111.15
99.21;113.12
99.43;113.02
101.05;112.72
101.3;113.66
102.28;113.81
102.63;116.33
103.3;122.33
103.59;123.79
106.25;122.77
107.98;124.44
108.6;122.96
110.69;122.76
110.29;126.92
111.19;131.98
112.21;129.24
114.61;118.89
115.03;118.97
111.63;110.97
109.77;115.39
106.56;111.63
105.86;110.16
103.18;113.46
101.04;113.64
102.2;110.29
101.98;108.53
101.52;105.08
100.29;108.27
99.05;109.97
97.11;105.36
98.01;106.44
96.55;110.44
96.48;113.07
98.28;112.22
99.59;113.91
100.55;114.87
100.44;111.16
102.0;114.59
100.2;111.3
100.73;113.19
100.61;113.08
101.34;115.05
102.55;122.36
102.49;119.11
104.88;119.2
105.9;118.73
107.06;117.06
106.77;114.07
106.87;115.58
105.88;114.95
104.57;113.85
105.6;113.15
105.57;113.16
105.25;114.68
105.49;109.37
105.68;113.43
103.79;107.07
103.15;106.98
101.19;108.63
99.43;113.06
99.98;117.07
101.03;116.94
103.6;114.61
103.93;114.26
104.47;117.73
104.2;117.45
104.32;117.5
105.02;118.53
104.15;117.63
105.26;116.29
104.76;116.89
104.13;115.61
104.83;112.17
105.26;113.47
103.4;114.32
102.44;114.87
102.08;117.3
102.1;120.91
103.26;121.27
105.55;121.13
106.42;120.45
108.12;121.93
107.6;122.55
108.08;119.99
109.49;121.42
108.25;120.61
107.99;119.99
108.11;126.0
108.61;125.93
109.45;126.8
111.39;124.79
112.1;126.34
112.3;129.94
112.92;129.03
113.33;130.03
113.61;134.68
113.63;132.88
113.96;131.75
114.82;130.74
115.12;127.5
115.75;129.08
114.35;124.74
114.03;128.99
111.98;130.1
111.03;127.08
112.4;126.9
112.05;128.96
111.22;127.01
111.83;125.27
112.36;125.95
110.43;130.09
109.63;134.85
110.06;137.02
111.97;140.81
114.02;141.05
116.49;139.97
117.31;135.07
117.28;130.02
116.23;132.16
114.41;133.0
113.25;131.97
112.28;135.37
112.38;134.95
112.95;135.09
112.77;134.21
112.95;133.59
113.15;133.34
113.33;133.58
112.4;131.42
112.08;129.11
110.72;127.99
109.07;128.15
109.83;124.33
109.15;124.19
108.58;123.69
107.08;119.39
107.92;119.65
106.57;126.1
105.96;123.46
107.8;120.44
107.22;118.54
106.97;119.81
106.07;114.82
105.95;119.48
104.51;118.39
105.22;120.34
104.95;119.43
104.32;122.35
103.52;123.91
104.45;123.11
106.36;118.93
108.24;118.4
107.33;121.75
106.13;120.92
106.95;118.5
106.55;118.99
105.01;119.6
104.43;119.78
103.45;118.31
104.61;120.53
104.37;121.37
105.08;124.23
104.8;124.54
106.11;126.2
106.44;128.63
106.67;131.24
109.15;129.5
111.15;132.65
111.79;130.28
112.82;132.72
113.28;132.38
114.2;133.05
115.48;131.35
115.64;131.73
114.93;130.19
114.48;132.54
114.97;132.93
116.08;132.61
115.98;131.81
116.98;131.71
116.96;129.72
117.29;130.78
116.17;126.15
115.75;126.4
115.13;128.02
113.1;128.7
113.79;125.38
114.48;124.45
113.27;121.35
111.5;123.52
109.92;125.97
109.45;124.81
108.93;123.4
108.18;123.25
107.28;125.84
107.39;123.98
108.04;125.63
107.16;125.43
107.43;125.38
108.51;123.83
106.71;123.17
106.28;122.84
105.44;123.61
105.57;122.11
107.42;124.43
108.66;124.44
109.33;125.27
108.84;125.66
109.25;124.65
110.01;125.87
108.79;128.97
109.38;128.14
110.08;128.64
110.22;130.26
111.75;128.95
112.19;130.77
112.29;132.43
112.6;132.15
113.85;131.86
113.48;131.57
113.61;133.22
113.92;134.75
114.53;135.37
115.53;135.68
116.86;138.34
116.06;140.38
116.83;142.9
117.38;141.58
117.43;143.43
118.34;142.83
118.81;143.95
119.04;147.42
119.95;146.76
122.34;144.69
123.06;140.8
122.86;144.46
121.35;143.72
122.35;145.1
122.25;146.84
122.14;147.26
122.85;145.07
123.22;143.3
123.16;143.95
121.91;144.17
122.28;143.83
121.25;145.65
120.38;145.25
119.72;145.36
120.52;144.66
121.67;144.61
122.11;144.13
122.57;144.39
122.28;147.39
121.49;147.59
122.72;149.59
124.29;148.67
124.79;144.88
124.24;145.22
123.87;146.69
123.94;148.2
123.84;148.11
124.23;146.86
124.89;146.05
124.3;147.1
123.76;151.57
124.46;150.3
126.01;150.97
126.33;152.1
125.74;152.74
127.03;155.11
126.32;153.54
127.39;152.51
127.07;147.47
125.88;148.04
124.64;146.62
123.83;147.52
123.22;147.29
123.35;144.58
123.21;141.5
121.27;141.98
119.36;144.38
118.45;145.35
118.74;145.44
119.62;143.9
120.74;140.48
121.1;141.39
120.72;140.07
121.17;141.21
120.41;137.73
120.05;139.68
119.38;140.57
118.72;141.84
119.28;141.46
120.22;141.37
120.83;140.08
120.13;139.49
119.89;142.31
120.06;143.38
120.28;145.07
121.27;147.26
122.24;147.75
123.1;147.97
124.05;147.19
125.06;147.14
125.53;147.81
125.69;147.35
125.29;151.03
125.31;148.29
126.1;147.46
126.77;148.5
126.68;149.96
127.12;149.43
127.34;149.97
127.34;149.14
126.98;149.5
127.08;146.64
126.87;146.59
125.52;148.69
125.04;148.7
125.58;149.69
125.42;152.16
125.5;156.5
127.0;159.16
128.65;159.63
129.36;160.01
130.26;160.54
130.49;155.45
130.47;158.85
129.07;163.87
129.06;163.34
130.37;162.34
130.39;160.44
130.72;163.89
130.47;169.7
131.76;173.56
133.47;173.05
134.98;177.9
136.41;174.22
138.71;172.82
139.02;177.75
138.48;170.77
139.5;169.66
138.02;168.28
136.85;171.49
136.24;174.12
135.39;174.75
136.31;178.77
137.12;177.74
138.84;177.83
138.64;176.66
139.36;176.03
138.82;180.43
138.2;178.14
139.15;173.41
138.99;170.51
137.55;170.68
136.02;170.7
135.38;173.56
134.25;174.01
134.55;170.7
135.09;171.57
134.26;168.33
134.17;164.79
133.41;163.09
132.17;161.0
130.59;160.22
129.74;158.4
128.85;158.31
128.44;157.84
127.42;168.86
126.84;173.27
129.03;173.1
131.97;174.32
132.56;171.4
133.8;171.12
134.12;170.39
134.31;173.54
134.16;174.98
134.7;170.85
134.76;167.39
134.13;167.63
133.42;171.51
132.9;171.27
134.32;167.63
134.75;166.06
132.65;163.1
131.83;158.89
130.86;161.54
129.45;163.63
129.64;163.9
129.98;161.99
130.34;165.33
130.71;165.0
131.24;161.96
132.38;158.12
132.04;156.28
130.48;161.75
129.55;157.35
130.73;153.59
129.58;149.51
128.48;153.94
127.11;158.41
127.19;159.43
127.55;162.77
129.34;164.16
131.46;167.57
132.03;168.95
133.15;172.78
134.62;173.43
136.84;174.3
138.05;177.64
138.55;176.46
138.76;173.32
138.8;173.02
138.4;177.12
137.8;173.77
138.89;170.56
139.16;170.87
137.31;168.83
137.24;164.52
137.5;166.42
135.74;169.14
134.97;164.07
134.98;163.85
133.87;166.16
132.54;165.99
132.34;165.19
132.47;160.59
132.75;161.68
132.09;155.64
131.84;155.41
130.73;162.43
128.92;156.48
129.42;156.79
128.26;158.3
128.06;164.79
129.14;155.61
130.46;156.35
129.91;151.16
127.88;153.59
125.9;145.63
125.83;141.71
124.63;146.24
121.66;144.68
120.75;148.35
120.14;139.98
121.17;136.53
119.68;136.77
117.54;142.26
116.86;139.53
117.52;139.69
116.81;142.93
116.07;148.75
117.61;147.96
119.87;147.83
121.05;150.31
121.1;144.52
122.27;145.27
121.5;147.83
120.07;147.08
120.34;141.79
121.01;136.32
120.49;131.1
118.7;131.97
115.58;134.63
116.03;129.29
115.61;130.78
113.54;135.06
113.14;134.55
114.02;137.45
114.36;140.82
116.24;140.82
118.2;136.62
119.83;138.4
119.34;135.91
119.14;138.11
118.56;140.72
118.25;142.07
119.35;145.48
119.43;146.17
120.91;144.01
122.38;144.99
123.24;144.63
122.79;147.59
124.0;149.28
123.07;146.2
123.5;150.1
123.69;152.13
123.95;154.43
125.45;153.18
126.51;152.04
127.21;150.7
127.62;155.86
126.89;156.42
126.77;161.55
128.52;160.55
130.02;159.06
130.15;165.14
130.49;164.83
132.0;164.6
132.88;164.12
133.35;164.17
132.98;168.47
132.09;167.72
132.02;171.32
133.43;172.4
134.59;172.24
134.77;173.75
135.76;173.36
136.94;170.74
137.97;166.81
137.11;166.47
136.0;166.77
134.07;169.26
133.56;162.87
133.48;160.64
133.43;158.19
132.1;156.5
131.06;157.24
129.73;155.1
129.51;153.83
127.66;155.25
125.98;153.76
126.97;156.65
125.03;162.69
126.29;153.14
127.32;154.6
125.46;151.68
125.23;150.01
124.68;153.78
122.65;156.19
122.89;153.02
124.56;152.04
124.44;149.74
124.02;150.08
123.83;151.07
123.78;149.16
123.06;141.83
121.19;137.57
118.85;141.8
115.5;145.43
115.09;145.73
117.1;144.77
120.08;139.45
122.28;139.78
121.5;138.35
120.81;137.71
121.21;142.34
121.19;137.75
122.08;141.76
122.16;143.1
121.13;143.2
123.21;142.74
124.51;146.6
125.82;148.77
127.52;151.65
128.05;148.67
127.42;144.14
126.95;155.03
126.21;152.64
127.79;149.96
129.35;144.37
127.54;138.25
127.17;137.98
123.65;138.52
121.05;139.09
121.53;134.48
120.31;146.44
119.15;149.27
120.94;147.85
124.06;149.6
125.23;148.36
126.79;150.28
127.99;150.85
128.41;147.58
127.47;149.74
126.69;150.63
128.58;147.68
129.07;143.8
130.11;140.76
130.08;147.6
129.19;147.88
129.77;147.38
129.5;146.2
128.67;142.5
127.46;140.53
125.91;142.24
125.62;141.75
125.9;144.07
124.08;145.05
123.95;142.79
124.64;136.1
125.41;134.12
123.09;131.99
121.33;131.92
119.45;135.06
118.23;131.85
119.65;131.48
119.71;129.65
118.21;125.67
117.78;129.23
115.89;129.55
114.37;124.71
114.0;125.99
111.67;124.66
112.05;129.24
110.33;129.77
111.37;130.35
112.76;133.1
112.95;133.02
112.68;134.37
113.53;135.55
114.68;134.82
114.63;134.88
115.07;137.47
116.0;140.7
117.89;142.12
119.24;141.45
119.69;143.54
118.75;145.51
120.59;142.58
122.73;143.87
121.44;145.01
121.82;150.38
122.65;154.05
123.4;151.29
127.61;154.2
127.36;151.48
128.35;150.43
127.96;150.8
127.43;153.64
128.01;152.99
128.34;155.12
128.27;153.5
127.51;152.34
128.14;148.27
127.44;148.7
126.65;149.19
125.03;146.51
123.75;147.72
122.47;147.21
123.35;145.11
124.96;145.71
123.74;150.82
123.71;153.62
124.61;151.39
125.91;152.66
125.71;150.38
127.51;148.29
126.7;150.26
126.05;152.38
126.34;152.78
125.72;155.63
127.38;154.79
127.93;157.18
129.05;159.06
128.39;157.61
128.44;158.71
129.77;160.03
129.91;158.06
129.67;157.43
129.82;160.55
129.19;162.14
129.3;164.67
130.97;165.94
131.28;165.4
133.46;163.53
134.13;164.43
134.15;161.81
134.69;160.58
133.92;159.88
133.33;165.33
132.38;164.98
131.92;165.0
132.84;166.24
133.17;167.4
134.1;166.42
134.79;164.79
135.06;165.1
134.29;163.54
134.8;163.53
133.38;168.18
132.98;169.45
133.53;169.36
134.18;168.31
134.58;167.22
134.3;165.56
133.57;173.33
131.79;173.26
134.2;171.53
134.85;173.32
134.99;173.51
135.06;172.57
136.0;172.07
136.87;172.07
137.76;172.69
137.85;175.05
138.13;175.16
139.13;174.2
139.04;171.56
138.8;171.84
137.56;172.99
137.63;175.43
138.89;177.3
139.27;177.25
139.67;180.09
138.9;180.95
139.63;179.58
141.03;179.21
140.81;177.82
140.31;180.57
140.2;180.96
140.67;183.79
141.37;183.31
142.65;183.95
142.35;186.01
142.2;184.92
143.23;185.01
143.71;183.96
143.6;187.0
143.46;186.68
144.04;185.27
143.32;188.06
143.7;189.25
145.08;189.59
145.18;193.97
145.21;192.46
145.87;191.33
145.77;191.81
146.08;190.68
145.76;188.61
145.75;188.08
145.42;189.77
144.55;190.54
144.7;190.69
144.28;193.99
143.83;193.73
144.47;195.1
144.32;193.13
144.72;191.94
145.06;192.75
144.36;193.62
145.03;194.5
145.74;193.22
145.6;195.83
145.89;196.45
146.97;195.61
146.65;192.58
146.28;191.17
146.41;181.99
144.88;178.85
